service_id,service_name_canonical,domain,axis_type,web_target_group_id,eligibility_basis,canonical_service_key,web_eligibility_status,web_target_url,url_confidence,observation_confidence,final_registered_domain,redirect_hops,mobile_candidates_live,candidate_landings,eligibility_rule,url_evidence,review_reasons,needs_human_review,eligibility_reviewer,eligibility_reviewed_at,_status,_base_sha,_shadow_lane,_created_before_p0_close,_authoritative,_real_target_outcome_used,_real_target_measurement,_requires_post_p0_reconciliation
svc_bbdefa2950f49882,Google,APP,SERVICE_BRAND,wtg_bbdefa2950f49882,[MOBILE UA] https://www.google.com/?hl=ko → HTTP 200 · 페이지 제목 'Google' · 등록도메인(PSL) google.com · viewport meta 없음 · 앱스토어 신호 'apps.apple.com',google,ELIGIBLE_WEB,https://www.google.com/?hl=ko,HIGH,HIGH,google.com,0.0,3,www.google.com/,E-2,[MOBILE UA] https://www.google.com/?hl=ko → HTTP 200 · 페이지 제목 'Google' · 등록도메인(PSL) google.com · viewport meta 없음 · 앱스토어 신호 'apps.apple.com',,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_fcf244c9ad878906,Google 포토,APP,SERVICE_BRAND,wtg_fcf244c9ad878906,확인된 후보가 기업·지원·파트너 사이트뿐이다 (https://support.google.com/photos/). 소비자 서비스 랜딩을 확정하지 못했다.,google_photos,UNDETERMINED_URL_EVIDENCE,,LOW,LOW,,,2,,E-5,확인된 후보가 기업·지원·파트너 사이트뿐이다 (https://support.google.com/photos/). 소비자 서비스 랜딩을 확정하지 못했다.,"ONLY_ANCILLARY_CORPORATE_SITE_CONFIRMED,STATUS_UNDETERMINED_URL_EVIDENCE",True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_8fd5d30f8b1d707b,하나은행,APP,SERVICE_BRAND,wtg_8fd5d30f8b1d707b,[MOBILE UA] https://banking.hanabank.com/ → HTTP 200 · 페이지 제목 '하나은행' · 등록도메인(PSL) hanabank.com · viewport meta 없음 · 앱스토어 신호 'play.google.com/store/apps',hana_bank,ELIGIBLE_WEB,https://banking.hanabank.com/,HIGH,HIGH,hanabank.com,0.0,3,"banking.hanabank.com/,www.hanabank.com/,www.kebhana.com/",E-2,[MOBILE UA] https://banking.hanabank.com/ → HTTP 200 · 페이지 제목 '하나은행' · 등록도메인(PSL) hanabank.com · viewport meta 없음 · 앱스토어 신호 'play.google.com/store/apps',CANDIDATE_REGISTERED_DOMAIN_CONFLICT,True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_b728911c9782edb8,현대카드,APP,SERVICE_BRAND,wtg_b728911c9782edb8,[MOBILE UA] https://mycompany.hyundaicard.com/ → HTTP 200 · 페이지 제목 '현대카드 MY COMPANY' · 등록도메인(PSL) hyundaicard.com · viewport meta 없음,hyundai_card,ELIGIBLE_WEB,https://mycompany.hyundaicard.com/,HIGH,HIGH,hyundaicard.com,0.0,2,"mycompany.hyundaicard.com/,www.hyundaicard.com/",E-2,[MOBILE UA] https://mycompany.hyundaicard.com/ → HTTP 200 · 페이지 제목 '현대카드 MY COMPANY' · 등록도메인(PSL) hyundaicard.com · viewport meta 없음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_5ede56738376a8c5,Instagram,APP,SERVICE_BRAND,wtg_5ede56738376a8c5,[MOBILE UA] https://www.instagram.com/ → HTTP 200 · 페이지 제목 'Instagram' · 등록도메인(PSL) instagram.com · viewport meta 있음,instagram,ELIGIBLE_WEB,https://www.instagram.com/,HIGH,HIGH,instagram.com,0.0,2,"www.instagram.com/,www.instagram.com/accounts/login",E-2,[MOBILE UA] https://www.instagram.com/ → HTTP 200 · 페이지 제목 'Instagram' · 등록도메인(PSL) instagram.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_f322b894ee95c181,카카오맵,APP,SERVICE_BRAND,wtg_f322b894ee95c181,[MOBILE UA] https://map.kakao.com/ → HTTP 200 · 최종 URL https://m.map.kakao.com/ · 리다이렉트 1회 · 페이지 제목 '카카오맵' · 등록도메인(PSL) kakao.com · viewport meta 있음,kakaomap,ELIGIBLE_WEB,https://m.map.kakao.com/,HIGH,HIGH,kakao.com,1.0,3,"apis.map.kakao.com/,m.map.kakao.com/,www.kakao.com/404.ko.html",E-2,[MOBILE UA] https://map.kakao.com/ → HTTP 200 · 최종 URL https://m.map.kakao.com/ · 리다이렉트 1회 · 페이지 제목 '카카오맵' · 등록도메인(PSL) kakao.com · viewport meta 있음,MOBILE_DESKTOP_FINAL_URL_DIVERGE,True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_699a5e2f3f410152,카카오톡,APP,SERVICE_BRAND,wtg_699a5e2f3f410152,[MOBILE UA] https://www.kakaocorp.com/page/detail/10810?lang=ENG → HTTP 200 · 페이지 제목 '카카오톡 | 카카오' · 등록도메인(PSL) kakaocorp.com · viewport meta 있음,kakaotalk,ELIGIBLE_WEB,https://www.kakaocorp.com/page/detail/10810?lang=ENG,HIGH,HIGH,kakaocorp.com,0.0,3,"cs.kakao.com/,www.kakaocorp.com/page/detail/10810,www.kakaocorp.com/page/service/service/KakaoTalk",E-2,[MOBILE UA] https://www.kakaocorp.com/page/detail/10810?lang=ENG → HTTP 200 · 페이지 제목 '카카오톡 | 카카오' · 등록도메인(PSL) kakaocorp.com · viewport meta 있음,CANDIDATE_REGISTERED_DOMAIN_CONFLICT,True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_b8b226f9fe32539a,KB Pay,APP,SERVICE_BRAND,wtg_b8b226f9fe32539a,[MOBILE UA] https://mbiz.kbcard.com/CXEHMSVCD0012.cms → HTTP 200 · 페이지 제목 'KB Pay 안내 | KB 국민카드(EW21)' · 등록도메인(PSL) kbcard.com · viewport meta 있음 · 앱스토어 신호 'apps.apple.com',kb_pay,ELIGIBLE_WEB,https://mbiz.kbcard.com/CXEHMSVCD0012.cms,HIGH,HIGH,kbcard.com,0.0,4,"card.kbcard.com/CMN/DVIEW/HOAMCXPRIZZC0002,card.kbcard.com/SVC/DVIEW/HSCMCXPRISVC0127,m.kbcard.com/BON/DVIEW/MBEM0007,mbiz.kbcard.com/CXEHMSVCD0012.cms",E-2,[MOBILE UA] https://mbiz.kbcard.com/CXEHMSVCD0012.cms → HTTP 200 · 페이지 제목 'KB Pay 안내 | KB 국민카드(EW21)' · 등록도메인(PSL) kbcard.com · viewport meta 있음 · 앱스토어 신호 'apps.apple.com',,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_e296af221a5f7128,KB스타뱅킹,APP,SERVICE_BRAND,wtg_e296af221a5f7128,[MOBILE UA] https://omoney.kbstar.com/quics?page=C021616 → HTTP 200 · 페이지 제목 '이용안내 ( 스마트금융서비스 | KB스타뱅킹 | 이용안내 )' · 등록도메인(PSL) kbstar.com · viewport meta 없음,kb_starbanking,ELIGIBLE_WEB,https://omoney.kbstar.com/quics?page=C021616,HIGH,HIGH,kbstar.com,0.0,3,"omoney.kbstar.com/quics,www.kbstar.com/",E-2,[MOBILE UA] https://omoney.kbstar.com/quics?page=C021616 → HTTP 200 · 페이지 제목 '이용안내 ( 스마트금융서비스 | KB스타뱅킹 | 이용안내 )' · 등록도메인(PSL) kbstar.com · viewport meta 없음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_d5ae5426eac23877,모니모,APP,SERVICE_BRAND,wtg_d5ae5426eac23877,[MOBILE UA] https://www.monimo.com/ → HTTP 200 · 페이지 제목 '모니모 - monimo' · 등록도메인(PSL) monimo.com · viewport meta 있음,monimo,ELIGIBLE_WEB,https://www.monimo.com/,HIGH,HIGH,monimo.com,0.0,3,"m.monimo.com/monimo/homepage/bigevent/PGIFPMCHomepageBigeventBridge001,www.monimo.com/,www.monimo.com/w/main/WPFMHP0103M0",E-2,[MOBILE UA] https://www.monimo.com/ → HTTP 200 · 페이지 제목 '모니모 - monimo' · 등록도메인(PSL) monimo.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_ed7b9bea21def8f8,내 파일,APP,SERVICE_BRAND,wtg_ed7b9bea21def8f8,"[MOBILE UA] https://www.samsungsvc.co.kr/solution/164886 → HTTP 200 · 페이지 제목 '[삼성 스마트폰] 갤럭시, 내 파일 앱 사용 방법 안내(파일 및 폴더 찾기, 복사, 이동, 삭제)' · 등록도메인(PSL) samsungsvc.co.kr · viewport meta 있음",my_files,ELIGIBLE_WEB,https://www.samsungsvc.co.kr/solution/164886,HIGH,HIGH,samsungsvc.co.kr,0.0,2,www.samsungsvc.co.kr/solution/164886,E-2,"[MOBILE UA] https://www.samsungsvc.co.kr/solution/164886 → HTTP 200 · 페이지 제목 '[삼성 스마트폰] 갤럭시, 내 파일 앱 사용 방법 안내(파일 및 폴더 찾기, 복사, 이동, 삭제)' · 등록도메인(PSL) samsungsvc.co.kr · viewport meta 있음",,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_8349e143ed01f677,네이버,APP,SERVICE_BRAND,wtg_6d5510a695d0a614,[MOBILE UA] https://www.naver.com/ → HTTP 200 · 최종 URL https://m.naver.com · 리다이렉트 1회 · 페이지 제목 'NAVER' · 등록도메인(PSL) naver.com · viewport meta 있음,naver_app,ELIGIBLE_WEB,https://m.naver.com,HIGH,HIGH,naver.com,1.0,2,"m.naver.com/,www.navercorp.com/service/portal",E-2,[MOBILE UA] https://www.naver.com/ → HTTP 200 · 최종 URL https://m.naver.com · 리다이렉트 1회 · 페이지 제목 'NAVER' · 등록도메인(PSL) naver.com · viewport meta 있음,"CANDIDATE_REGISTERED_DOMAIN_CONFLICT,MOBILE_DESKTOP_FINAL_URL_DIVERGE",True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_efda6e0b8457d63c,네이버지도,APP,SERVICE_BRAND,wtg_efda6e0b8457d63c,[MOBILE UA] https://www.navercorp.com/service/map → HTTP 200 · 페이지 제목 '지도 l NAVER Corp.' · 등록도메인(PSL) navercorp.com · viewport meta 있음 · 앱스토어 신호 'play.google.com/store/apps',naver_map,ELIGIBLE_WEB,https://www.navercorp.com/service/map,HIGH,HIGH,navercorp.com,0.0,2,"m.map.naver.com/,www.navercorp.com/service/map",E-2,[MOBILE UA] https://www.navercorp.com/service/map → HTTP 200 · 페이지 제목 '지도 l NAVER Corp.' · 등록도메인(PSL) navercorp.com · viewport meta 있음 · 앱스토어 신호 'play.google.com/store/apps',CANDIDATE_REGISTERED_DOMAIN_CONFLICT,True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_13ed070478ef62c3,Netflix,APP,SERVICE_BRAND,wtg_13ed070478ef62c3,[MOBILE UA] https://www.netflix.com/login → HTTP 200 · 최종 URL https://www.netflix.com/kr/login · 리다이렉트 1회 · 페이지 제목 'Netflix' · 등록도메인(PSL) netflix.com · viewport meta 있음,netflix,ELIGIBLE_WEB,https://www.netflix.com/kr/login,HIGH,HIGH,netflix.com,1.0,3,"media.netflix.com/ko,www.netflix.com/kr,www.netflix.com/kr/login",E-2,[MOBILE UA] https://www.netflix.com/login → HTTP 200 · 최종 URL https://www.netflix.com/kr/login · 리다이렉트 1회 · 페이지 제목 'Netflix' · 등록도메인(PSL) netflix.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_fb3d1841dddfd982,NH콕뱅크,APP,SERVICE_BRAND,wtg_fb3d1841dddfd982,[MOBILE UA] https://banking.nonghyup.com/nhbank.html → HTTP 200 · 페이지 제목 'NH Bank - 농협인터넷뱅킹' · 등록도메인(PSL) nonghyup.com · viewport meta 없음,nh_cok_bank,ELIGIBLE_WEB,https://banking.nonghyup.com/nhbank.html,HIGH,HIGH,nonghyup.com,0.0,3,"banking.nonghyup.com/nhbank.html,mobile.nonghyup.com/promotion/appList01.do",E-2,[MOBILE UA] https://banking.nonghyup.com/nhbank.html → HTTP 200 · 페이지 제목 'NH Bank - 농협인터넷뱅킹' · 등록도메인(PSL) nonghyup.com · viewport meta 없음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_95967b50683649f2,NH스마트뱅킹,APP,SERVICE_BRAND,wtg_95967b50683649f2,[MOBILE UA] https://banking.nonghyup.com/nhbank.html → HTTP 200 · 페이지 제목 'NH Bank - 농협인터넷뱅킹' · 등록도메인(PSL) nonghyup.com · viewport meta 없음,nh_smart_banking,ELIGIBLE_WEB,https://banking.nonghyup.com/nhbank.html,HIGH,HIGH,nonghyup.com,0.0,3,"banking.nonghyup.com/nhbank.html,m.nonghyup.com/nhbank.html",E-2,[MOBILE UA] https://banking.nonghyup.com/nhbank.html → HTTP 200 · 페이지 제목 'NH Bank - 농협인터넷뱅킹' · 등록도메인(PSL) nonghyup.com · viewport meta 없음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_ad44f9ade6b9b551,삼성 계산기,APP,SERVICE_BRAND,wtg_ad44f9ade6b9b551,확인된 공식 웹 존재가 앱스토어 등재면뿐이다. 부재 확인 절차: 탐색 단계에서 삼성전자 공식 앱 소개 색인(samsung.com/sec/apps/)의 등재 앱 페이지를 전수 확인했고 '계산기' 페이지가 없음을 확인했다. 직접 요청한 후보 2건은 Galaxy Store 와 Play Store 등록 페이지였다. 선탑재라는 사실 자체는 근거로 쓰지 않았다.,samsung_calculator,EXCLUDED_APP_ONLY,,LOW,LOW,,,1,,E-3,확인된 공식 웹 존재가 앱스토어 등재면뿐이다. 부재 확인 절차: 탐색 단계에서 삼성전자 공식 앱 소개 색인(samsung.com/sec/apps/)의 등재 앱 페이지를 전수 확인했고 '계산기' 페이지가 없음을 확인했다. 직접 요청한 후보 2건은 Galaxy Store 와 Play Store 등록 페이지였다. 선탑재라는 사실 자체는 근거로 쓰지 않았다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_088809bf9b31bc6a,삼성카드,APP,SERVICE_BRAND,wtg_088809bf9b31bc6a,[MOBILE UA] https://www.samsungcard.com/ → HTTP 200 · 페이지 제목 '삼성카드' · 등록도메인(PSL) samsungcard.com · viewport meta 없음,samsung_card,ELIGIBLE_WEB,https://www.samsungcard.com/,HIGH,HIGH,samsungcard.com,0.0,1,www.samsungcard.com/,E-2,[MOBILE UA] https://www.samsungcard.com/ → HTTP 200 · 페이지 제목 '삼성카드' · 등록도메인(PSL) samsungcard.com · viewport meta 없음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_ff3ee504792f6cfc,삼성 인터넷 브라우저,APP,SERVICE_BRAND,wtg_ff3ee504792f6cfc,[MOBILE UA] https://www.samsung.com/sec/apps/samsung-browser/ → HTTP 200 · 페이지 제목 '삼성 브라우저 | 앱 & 서비스 | Samsung 대한민국' · 등록도메인(PSL) samsung.com · viewport meta 있음,samsung_internet_browser,ELIGIBLE_WEB,https://www.samsung.com/sec/apps/samsung-browser/,HIGH,HIGH,samsung.com,0.0,2,www.samsung.com/sec/apps/samsung-browser,E-2,[MOBILE UA] https://www.samsung.com/sec/apps/samsung-browser/ → HTTP 200 · 페이지 제목 '삼성 브라우저 | 앱 & 서비스 | Samsung 대한민국' · 등록도메인(PSL) samsung.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
